,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
Unnamed: 0,35698,28659,22915,30912,36967,2737,57363,61181,38601,119768,30079,114646,113445,20103,116517,96285,84930,135841,105930,118444,129503,31344,22336,101674,13648,2239,37758,111614,30578,64653,164386,128567,41425,56587,32828,6871,95495,89719
Unnamed: 0.1,35698,28659,22915,30912,36967,2737,57363,61181,38601,119768,30079,114646,113445,20103,116517,96285,84930,135841,105930,118444,129503,31344,22336,101674,13648,2239,37758,111614,30578,64653,164386,128567,41425,56587,32828,6871,95495,89719
