,Unnamed: 0,id,name,popularity,artist_name,explicit,release date,danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genres,pop rap,rap,desi pop,filmi,modern bollywood,sufi,neo mellow,neo soul,pop,r&b,urban contemporary,dance pop,post-teen pop,uk pop,melodipop,hawaiian hip hop,dfw rap,melodic rap,australian pop,girl group,hip pop,barbadian pop,viral pop,hip hop,indie garage rock,uk contemporary r&b,lgbtq+ hip hop,bedroom pop,canadian contemporary r&b,bergen indie,indie pop,norwegian indie,boston indie,indie r&b,canadian hip hop,canadian pop,toronto rap,adult standards,lounge,emo rap,miami hip hop,alternative r&b,atl hip hop,trap,abstract hip hop,comic,indie pop rap,modern rock,electropop,norwegian pop,tropical house,brostep,progressive electro house,southern hip hop,mellow gold,soft rock,hollywood,movie tunes,show tunes,a cappella,album rock,folk rock,piano rock,rock,singer-songwriter,disney,francoton,french pop,deep underground hip hop,bass trap,trap soul,underground hip hop,vapor trap,detroit hip hop,chicago rap,dirty south rap,gangster rap,conscious hip hop,west coast rap,g funk,nc hip hop,dmv rap,alabama rap,baton rouge rap,pop rock,social media pop,danish pop,scandipop,classify,comedy,glam rock,classic rock,folk,roots rock,edm,electro house,pop edm,new orleans rap,escape room,trap queen,british comedy,afghan pop,chutney,indian folk,classic pakistani pop,qawwali,bhangra,pittsburgh rap,florida rap,atl trap,deep southern trap,east coast hip hop,hyphy,queens hip hop,west coast trap,europop,talent show,colombian pop,latin,latin pop,mexican pop,pop punk,eurovision,complextro,german techno,bow pop,soundtrack,german soundtrack,scorecore,video game music,epicore,canadian classical,canadian soundtrack,middle earth,ccm,christian alternative rock,christian music,classic soundtrack,tagalog worship,celtic,scottish folk,broadway,emo,bubblegum pop,classic uk pop,classic country pop,brill building pop,yacht rock,traditional folk,soul,celtic rock,scottish rock,disco,funk,jazz funk,motown,quiet storm,british invasion,merseybeat,psychedelic rock,chicago soul,classic soul,rock-and-roll,southern soul,classic swedish pop,deep pop r&b,meme rap,indie poptimism,new french touch,teen pop,baroque pop,metropopolis,drill,harlem hip hop,nyc rap,underground rap,deep tropical house,acoustic pop,chamber pop,lilith,indie soul,la pop,indie rock,indietronica,modern alternative rock,stomp and holler,boy band,channel pop,boston hip hop,hardcore hip hop,rap rock,philly rap,bronx hip hop,san diego rap,cali rap,alternative hip hop,bc underground hip hop,country rap,rap conscient,victoria bc indie,indie anthem-folk,indiecoustica,garage rock,permanent wave,sheffield indie,reggae,australian indie,australian indie folk,indie folk,chicago indie,candy pop,british soul,folk-pop,art pop,nz pop,post-grunge,texas pop punk,reggae fusion,virgin islands reggae,australian hip hop,tropical,neon pop punk,big room,disco house,swedish electropop,swedish pop,swedish synthpop,house,progressive house,uk dance,new jersey rap,modern folk rock,uk americana,punk,cartoon,london rap,antiviral pop,children's music,barbershop,parody,comedy rock,channel islands indie,vapor soul,portland hip hop,chicano rap,la indie,australian alternative pop,australian dance,deep talent show,vocal jazz,alternative rock,blues rock,modern blues rock,punk blues,k-hop,bedroom soul,minnesota hip hop,indie electropop,desi hip hop,punjabi pop,sudanese pop,basshall,dutch hip hop,dutch pop,dutch urban,deep indian pop,scandinavian r&b,swedish soul,new rave,viral trap,etherpop,idol,neo-singer-songwriter,chillwave,ninja,trance,new americana,memphis hip hop,moombahton,new jack swing,old school hip hop,art rock,symphonic rock,charlottesville indie,puerto rican pop,native american,battle rap,classical soprano,opera,operatic pop,classic arab pop,rai,chanson,french movie tunes,french hip hop,belgian pop,french indie pop,french rock,melancholia,deep new americana,shimmer pop,stomp and whittle,modern reggae,roots reggae,glee club,britpop,hard rock,pinoy hip hop,irish singer-songwriter,canadian rock,hip house,houston rap,norwegian hip hop,turntablism,electro,mexican electronic,northern soul,doo-wop,sunshine pop,latin viral pop,rap latina,reggaeton,australian children's music,nursery,jump blues,swing,dixieland,jazz trumpet,new orleans jazz,glam metal,nwobhm,heartland rock,progressive rock,theme,kids dance party,college a cappella
26,26,2GjxDcfAZjYhrxjz2t4qat,Love You Anymore,22,Michael Bubl̩,False,2018-10-12,0.691,0.271,-7.582999999999999,1,0.0335,0.892,0.0,0.109,0.5479999999999999,89.99,"['adult standards', 'canadian pop', 'lounge']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,27,7AFASza1mXqntmGtbxXprO,changes,86,XXXTENTACION,False,2018-03-16,0.669,0.308,-10.068,1,0.028999999999999998,0.883,0.0,0.0984,0.52,64.934,"['emo rap', 'miami hip hop']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,28,2ZRo7axmMPeSVUvDbGkJah,Hope,82,XXXTENTACION,True,2018-03-16,0.5920000000000001,0.457,-6.081,0,0.0603,0.6609999999999999,0.000331,0.146,0.225,146.04,"['emo rap', 'miami hip hop']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,29,1MQ8ydvrTnn2QJgXFATJvD,Ex Calling,71,6LACK,True,2016-11-18,0.773,0.564,-7.2410000000000005,1,0.249,0.00561,1.99e-05,0.213,0.0588,155.976,"['alternative r&b', 'atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'trap']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,30,39KG4kom3enSx4GTThuDGt,Coaster,78,Khalid,False,2017-04-27,0.441,0.21899999999999997,-14.585999999999999,1,0.0419,0.935,0.0,0.115,0.244,94.021,"['alternative r&b', 'pop']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,31,5qJZxVKQ8vz9Rak3t4b2VY,This Is My Version,62,Conor Maynard,True,2016-08-05,0.632,0.38,-7.0729999999999995,1,0.0301,0.852,0.0,0.0992,0.588,77.944,"['australian pop', 'dance pop', 'pop', 'post-teen pop', 'viral pop']",0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,32,1wVuPmvt6AWvTL5W2GJnzZ,Talking to the Moon,71,Bruno Mars,False,2010-10-05,0.523,0.606,-4.754,0,0.0301,0.512,0.0,0.106,0.065,145.83700000000002,['pop'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,33,0B0tYbVp7pDQAqKDhgMeaL,Too Good to Say Goodbye,67,Bruno Mars,False,2016-11-17,0.5870000000000001,0.63,-6.053999999999999,1,0.0311,0.0389,0.0,0.35,0.433,76.97,['pop'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,34,2CsSaYUPI57QaeB90gwzGT,Advice,53,Kehlani,False,2017-01-27,0.49700000000000005,0.742,-2.458,1,0.054000000000000006,0.027999999999999997,0.00128,0.217,0.324,172.007,"['alternative r&b', 'dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,35,3pJJciHZvWQ6U1ETxNxoi9,Talking to Myself,50,Watsky,True,2016-08-19,0.693,0.647,-9.417,0,0.0793,0.409,0.125,0.106,0.34,151.94799999999998,"['abstract hip hop', 'comic', 'indie pop rap', 'modern rock', 'pop rap']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
